Id,Sales
1,4649.9487
2,6802.5073
3,8706.615
4,6795.141
5,6834.259
6,5617.41
7,7231.611
8,7571.93
9,4490.9634
10,5971.9395
11,6593.09
12,7988.4883
13,6999.9863
14,8334.758
15,5176.235
16,4456.1675
17,5432.4185
18,8738.642
19,10137.359
20,8882.394
21,7477.2295
22,4315.187
23,5589.835
24,4254.9194
25,7494.5776
26,9645.279
27,8578.991
28,5524.78
29,5252.2964
30,4301.6855
31,5480.7925
32,10333.211
33,6633.796
34,5074.2197
35,5122.7354
36,7377.358
37,3859.2727
38,7171.216
39,4023.259
40,6186.2446
41,5984.003
42,5724.539
43,7551.148
44,6502.0503
45,5203.6147
46,6887.237
47,6764.9004
48,10839.889
49,5792.604
50,7839.052
51,6669.6626
52,8577.888
53,5982.6675
54,8452.36
55,4513.049
56,4996.533
57,5956.571
58,5812.6577
59,8223.346
60,7509.552
61,5604.4497
62,7111.5557
63,6450.984
64,9007.391
65,3988.609
66,12814.994
67,4807.768
68,5759.267
69,7955.44
70,4624.264
71,6001.251
72,6008.1514
73,6979.675
74,5322.2573
75,5346.32
76,7183.0913
77,7208.3857
78,6527.679
79,5104.3555
80,7024.542
81,10337.587
82,6175.8813
83,4676.3784
84,6317.143
85,6020.822
86,5433.879
87,7107.481
88,4140.822
89,7290.929
90,5976.15
91,6988.567
92,6364.904
93,4935.6426
94,5527.2305
95,5142.329
96,7891.8438
97,8567.718
98,5215.2603
99,4863.1885
100,6894.275
101,5816.1074
102,5811.283
103,7796.1685
104,6546.201
105,7054.982
106,5662.24
107,4722.4814
108,5985.304
109,6845.707
110,7379.49
111,8012.6606
112,7678.3228
113,5381.9604
114,8194.966
115,5847.2793
116,6499.6387
117,8161.771
118,6720.4863
119,9363.033
120,7753.8228
121,7363.398
122,5681.182
123,6915.8213
124,7347.286
125,6472.0894
126,3906.0457
127,5101.669
128,7199.812
129,5467.7354
130,4749.1147
131,8134.5347
132,6731.0957
133,5679.7573
134,5841.817
135,5479.6064
136,7250.698
137,6907.022
138,6545.7266
139,5452.978
140,4766.22
141,6112.79
142,3702.581
143,6419.3037
144,4941.5205
145,7791.9536
146,7387.8765
147,6191.408
148,9548.095
149,5061.9146
150,4820.0996
151,10334.718
152,6190.275
153,7932.015
154,7528.3535
155,4804.569
156,6077.5938
157,5407.5093
158,7798.8525
159,10909.32
160,5511.981
161,2960.812
162,4708.069
163,8265.835
164,8779.104
165,5731.5146
166,6651.7114
167,4740.0923
168,5014.176
169,3382.9841
170,4998.034
171,5845.9688
172,6933.864
173,6770.832
174,6471.707
175,7939.251
176,8463.476
177,7333.201
178,4576.1777
179,9204.029
180,9932.728
181,5500.6333
182,7306.242
183,5316.1445
184,6639.2637
185,3792.1426
186,6734.3765
187,5161.8354
188,8397.092
189,6824.086
190,7718.424
191,7610.1685
192,5354.4736
193,8106.045
194,19357.537
195,9188.935
196,5533.048
197,2732.1997
198,6066.412
199,7871.978
200,5189.001
201,12848.365
202,17965.977
203,3885.482
204,5503.918
205,7516.38
206,4982.757
207,8318.882
208,6187.814
209,6901.6685
210,4369.056
211,6316.667
212,5948.4414
213,6799.368
214,8730.0625
215,5903.231
216,5508.5337
217,6633.815
218,5142.2363
219,4916.0674
220,7332.4673
221,5202.3945
222,5722.2466
223,7063.2827
224,6267.9165
225,5292.016
226,6996.529
227,6820.143
228,7693.4746
229,6276.237
230,6731.962
231,5686.386
232,3570.3638
233,6125.378
234,6366.5674
235,5706.7695
236,4441.1147
237,8055.79
238,6535.8213
239,8574.787
240,6763.616
241,5532.6304
242,5371.31
243,4501.0005
244,9276.2705
245,4976.6357
246,7761.021
247,14188.693
248,7329.8804
249,6803.318
250,4621.3765
251,4703.496
252,7411.9766
253,4132.691
254,5685.4697
255,9904.672
256,5448.8345
257,15406.882
258,13415.687
259,4862.627
260,6590.5566
261,4917.8354
262,6797.572
263,5518.3975
264,10162.557
265,7402.7363
266,8550.689
267,4406.6753
268,6975.802
269,4854.4307
270,7899.457
271,6460.4033
272,5743.0596
273,6202.2886
274,6484.9033
275,7907.9897
276,8919.617
277,5625.4355
278,9552.547
279,6368.8633
280,8932.982
281,4718.5376
282,5326.1416
283,5379.261
284,8836.398
285,6020.833
286,7317.923
287,6298.9087
288,8071.9165
289,4210.0913
290,7801.315
291,6371.7915
292,4238.445
293,13538.364
294,16967.38
295,6742.6147
296,6414.066
297,8736.357
298,9948.958
299,10942.946
300,5772.3213
301,7441.7954
302,5592.192
303,8054.146
304,4193.71
305,5777.707
306,5482.831
307,5487.372
308,6595.5425
309,5441.544
310,4681.01
311,6512.954
312,3589.2087
313,4630.5264
314,5685.047
315,6275.495
316,8587.284
317,7804.6113
318,7042.2173
319,6037.9863
320,6084.245
321,11025.239
322,7068.1006
323,5487.2095
324,4548.172
325,8222.914
326,4446.747
327,7155.524
328,3534.9482
329,5366.8555
330,7339.877
331,5823.2783
332,4753.143
333,8048.418
334,9443.959
335,12039.434
336,5509.343
337,9112.541
338,3334.4578
339,5700.661
340,6734.7554
341,4454.298
342,7333.4395
343,5296.095
344,5153.6655
345,8054.8906
346,10259.193
347,7739.9995
348,5308.4893
349,4925.298
350,7991.4146
351,7042.9414
352,5849.968
353,4810.0244
354,6265.6284
355,9296.949
356,4521.76
357,6555.553
358,7481.403
359,8223.745
360,12239.866
361,4737.905
362,12058.462
363,6706.791
364,5062.9907
365,3826.863
366,5972.697
367,5654.345
368,5569.9014
369,6754.8374
370,4651.861
371,4621.2
372,6959.071
373,3402.1895
374,7685.3047
375,6529.772
376,7257.838
377,8005.511
378,5189.4614
379,8808.381
380,6660.643
381,5614.7
382,5436.476
383,5065.2363
384,9818.852
385,6157.121
386,5165.1836
387,6861.5703
388,8023.052
389,7044.5537
390,5987.525
391,7798.339
392,5462.065
393,6084.5938
394,6082.1914
395,8569.236
